transaction_id,sender_address,receiver_address,amount,timestamp,gas_fee,transaction_count,wallet_age,is_fraud
78466ae4-bfc8-42cf-88c5-46b1f00bfb74,0xf9fd668353e21b476b7d98c92be93a163095c562,0x908d3cfffbb299974cc79af6c2de22e7ece86ed6,6.0137,1730354700,0.075427,103,285,0
38637133-a818-475f-a692-ad9e719cca33,0x31d39793f34e856d28a0a0900ab6acab685193b4,0x2f1d4836d94a847271d005fde84d4511603a10ca,67.6585,1737111078,0.076182,437,339,1
4372e46a-4367-4fd6-8634-4848879a69f0,0x0d63fe172e14568e2c707c28ed99a14196c1b309,0x02c83d001db7b6693810541afd68f65cf531406b,52.1285,1740811206,0.029805,125,327,0
25aeb89c-fc0c-4fcf-a664-dd124043d914,0xc3583f9ca25ad65e10d1e51eb5a8381c937ee0b1,0xf7ddcb3e24142bbc7025070083c1732436ab6529,79.8783,1728488293,0.064888,3,194,0
9e7b0adb-851a-4cba-a844-e7c28cd25b9b,0xe2215a831af5dd5a74b29671d8becf14e9051ad6,0xf0dc74f479a502ab70b8a49457b306b83cd2ff2d,8.6552,1710806362,0.055363,257,59,0
e640ab9c-c2b2-403e-afed-aecae02f2052,0xed02a349077feed591db6c823a073bc9790c4995,0x2f75719da1234fe531f323bb0846db5f086ded45,7.1973,1712377805,0.003335,125,286,0
e40a24c4-d93d-44ef-b174-85633a397528,0x1ac73424923e9589ba6d1befaa7c9cd94a5081fa,0x753486eb4b0e927de1d4cae958324355409d653f,36.6592,1712138795,0.028399,117,59,0
49aab679-19cc-4d0b-9590-80a9c5562eb4,0xc28a97b226693330053954752ab4ccee1345c3ef,0x844898184a717325ce2bbe73e264737a3e78e29e,9.0137,1723499123,0.069215,479,224,1
878a485a-0c97-44a4-8f80-d9ae450d5897,0xcf62022a0a7c2664808af00ee3109baf23bacb1f,0xe7bcd71af5ce9f8fd3c56f64ee0aebfcd48acb43,74.4732,1724568538,0.086338,88,231,0
17bb37c2-af3d-42f2-bab8-eaee3928f066,0x628ce8d38d20f98d9e6a53d9ca93503e134178d3,0x232fe973d931ef3753804f809721f1252b78383e,42.0193,1732578927,0.068119,77,16,0
e3710da6-3bb3-473a-9266-a7d9c0fc190b,0x830abc5d5adad9372fadb75d1d4b23867be8a468,0x349d42021466d691f0b8378ab089210d6a466378,29.2835,1729551600,0.0617,343,273,1
31fa6d00-38d5-4374-ac9b-61caaac8c41e,0x3715e162679661abfc619c4e3e53dbe8c92dfcf5,0xb1867debdaf50603b0be3be77f3a82645857671b,85.6164,1734772068,0.031419,146,355,1
ee6c1de7-dea2-4f31-85dd-45b8e481e027,0xda47fbe34d9fc1c05d581e942dfcca75b5ecbb70,0x343a257bf90ba106c88174c36b1a5ba96248fab3,89.588,1738379997,0.007563,339,243,1
a3902e31-29b7-465c-af5e-615f7b969935,0x3125aeae093c959613e8112f7f1b14ee29063f7f,0x2ddd1e7397b8aa35ebe6a844962860339dc0cffe,99.1837,1725471458,0.010408,262,40,1
ef877045-ca0b-4303-b76e-f35930e9e3c8,0xf34b5ddea722f91dcbbe2c57f2fca393e0ccc180,0x9b2b81ea51a945dc795d8519c752022b254f272d,78.3002,1740972448,0.063516,102,74,0
7f97beff-4719-4719-b656-198bbea78097,0x7d5b01eb45e57bb6aef7f953591a43552e434e64,0x10c0d6aa66eec80aae5789983a6ec382a1bd6361,70.7415,1734784535,0.043544,11,295,0
230aeeed-8785-41a7-8695-9030694d3f8e,0x82375e1fd32928d3a2b91e983c0b953ba77653d8,0x0f6c0349e9e5eaee077ba107b29cbaac55e66757,45.5454,1731144172,0.009873,2,68,0
34f2c3c5-2d3f-4e18-8b79-6ebfcaeb2f82,0x79ba9c424c15f19cb2478f132068c65cfa810e24,0xa3ae857904e3d30f4b900ecbbd66184d624b75c0,91.9326,1725577118,0.072866,84,46,1
b9adcba2-07d6-4bed-8260-a5a08bc80413,0x117f5911392119a63d4a5e3ee3abba182bd51036,0x0113195f3f85e7905594384afdac65abe9fea6b8,52.8242,1734410127,0.027996,281,156,0
d881bef8-ab7d-4f14-b151-85ac6787eea8,0x4b92234355cbbbd9f4b4aa1fcf512c25b153f831,0xe4df661f704d22b11ffaa20cfcd1bd3395b86330,86.5129,1724403701,0.058817,300,25,1
bf1912af-69ab-49f3-9cb5-4aca4db08112,0x92d1056788e1874c3fbf0319b712ede7875731ad,0x31226ff400fe8df4a86b4ce8860dbff7c285c54f,61.35,1735056707,0.058942,225,241,0
c6ee2f6f-942d-4855-873b-a75ae67aadd2,0x8b964cac3b7daa8198b24fbe1da136fcf6383498,0x0ffa01d825fa5650cf233070eec9d9550fe2d499,23.8983,1725752471,0.078552,377,201,1
c03ca3e4-b7d8-4fa7-9396-25e1aa4b55cd,0xa5f207d8860e718ba98e4f4b7fae33ef210fa642,0xb03355f10047593fd9754e7ddc6221b8f374561b,83.0908,1720282936,0.076277,257,128,1
c69b0532-4be8-404b-a1b0-a038cf3d2428,0x9fd470223ea4084a7b56a5670d982deeccec5bb2,0xf69105df1061cbdeb85d17d6dc8ef2a82518eda9,26.6491,1721486930,0.01328,178,99,0
f235e7e0-19f0-47c7-9b29-c0d98ccc401f,0x6fe9757b7516c52694beaeeccb6be291cd54a738,0x6d08cc4a59690c7bfdec511510724e27fd4710ca,78.1791,1728077496,0.05438,132,113,0
2bff06bc-9945-4b22-b754-349e1cab829a,0x6415f7fcd5eee10b53f3e069c378f789ff01dd1b,0xb60f9d4d4c6830d8194a0be796e52ee869abb63f,29.1041,1730658889,0.064373,408,272,1
527e02cf-377d-45f4-883b-da8bd45b4479,0x18f8e45e30146e8d4c00b58276bb0b3d212e23d1,0x2a8adb1a7d6bde36799d7f9570113d70ecf0d95c,1.6142,1717808899,0.03823,452,26,0
23bb97ee-b8b8-4718-8ab7-f6190b91b0e0,0x96d8b3c76fc8d6322b210900742df860c06078ba,0x0e369effcf7f877e558ffe86211a992fc2053953,37.391,1725474239,0.090627,303,233,1
c1dd9591-c912-4447-84be-45153f7ca45a,0xd6d8f0907ee26b5e504aa645a1f7494f420442ef,0xa212f53c42cbc62da59126ecb26462452caf1179,47.2738,1724491494,0.08149,477,365,1
b09e7382-36bb-4e20-b0e2-d3ed98591ee4,0xbfa5187a92b29b270135a7fe752650cc6c0123c7,0xbb04a0ffc34e4180e177fc647960079bf331c859,66.2222,1733503379,0.016478,361,25,0
722f49a6-7e95-4f64-8d02-510b6fce4587,0x143e7c661e81cbdd187415df8529bc65b0f67fff,0xccd812d4798a20b6c0a87e9989fa4be82fb323b8,10.6093,1713544555,0.07912,220,220,0
e327cc75-2530-4644-8aff-3dbd7a5e3dbc,0xe234ae32831a0d0a89f3a3d3e38538412fbf2f4d,0x982145b71c5078b8498bbe464a9e1e64c79a54b0,44.1387,1738619480,0.093185,359,341,1
908a08c9-b1d3-45fb-b0fd-5affbb3256ed,0x7edf4c697986648700383b7bd1114012b22860c4,0x5762565b46df68f279f7adb127623fbfc817cb7b,50.2199,1712675746,0.066244,63,98,0
510f4e50-3bea-421f-b830-4025b60be642,0xdbaef5cf18664b6d127723e13567d94776610204,0x086d206ab8986ae802b40d68a6a38b6de0f53b7a,11.7822,1735233495,0.013242,51,108,0
a8e3b9a4-67c1-4980-b3f8-626708933af7,0x5acec9e1e6c948128445e3870c7942dfdd1f910f,0x48bfa99ab4817f1484da515e9ae0faefb634bc88,13.0587,1714845946,0.091199,178,349,0
42348aae-7909-4e68-8ea8-2babc5adf091,0x0ff221e2d300ce7418a13820eeb54ec13315b58b,0x1720cb73451be9dcfdd84a92c619845d54ab1e4b,33.4823,1728186065,0.068115,453,330,1
676fa95f-30b5-4bb3-a996-ae50aed534cb,0x2c2f6dcb6adc13610648e6d30183e38df98130f6,0x51755c00c63a2f9b111cdd16b4b19151533b5d09,91.715,1730707286,0.009694,460,155,1
55945a79-8628-4d21-acc8-5ee6c177cbde,0x4bc59d39ebf8f9d253dee888791249946c20a3c8,0x58a35ef174373e6b8e8c6919b7bc1829a7401c52,59.5396,1725753944,0.077777,189,134,0
3c0b9c81-a7bb-41b2-9030-97ce2736795a,0xf61b829f21e4adab3fa074723184a588ec3327bb,0x87be3d193774a78ded7a8e1a468830cd6b275ed3,23.6174,1734467648,0.054026,218,42,0
e6488ea8-840d-4cdd-872b-27af5ad3bbbe,0x99bf8551f7b4dac9f770b6b54c590c1e687fd44f,0x66b4f92584e83b0fe0ab4cca7ccd4175766d663a,33.182,1740205674,0.019035,184,228,0
adf738b7-e8ab-428b-8cb9-d2f0879c5800,0x6b03c589915399aa19556efa38749274416561ab,0xa888a5fbf409f4070f183b418922716d8df514de,2.4057,1722118573,0.000728,408,78,0
ba68babe-b199-4194-a7db-a408459fdfb4,0x31047500f441c59274e22ef7873253598aa912de,0xaa4ebd394baa22888d2edb8496c2756651f1994f,54.6319,1736047017,0.046221,417,69,0
aa2ec6b2-8a91-43ec-8b59-8797e3c364cf,0xe64585449aa3b09d06abe8e1f86430414c42ce98,0x69f094f13f0ae60bdc7ae33d36d52809b9812e93,17.7489,1736912277,0.014336,94,267,0
deebab70-48bc-4552-b496-5ee468151ca2,0x9b22161b3db6da400ce4e55199593428d5be32e8,0x1026aa652877be0e050561d716585e02141f7716,28.7707,1723201145,0.011325,106,118,0
2fc7ddad-2053-4420-ad26-ce10712feee5,0x6ad36f498483c4f52c70d9ab910fafea0c715391,0xba9c550404ae32b4cbcca3601e482bf8039db35b,50.6841,1714408481,0.053895,216,38,0
ad3ade46-2c54-48bf-98f9-7c8fd458af7c,0xca76c5632ff1768f39a80a0398793cd9f8c1c547,0x2a822f74567dc70a7ccffda0687c1d24f39ce675,68.3135,1710420947,0.060134,487,6,1
8175ca9c-1119-4b4d-8b55-356764da60ea,0xf645c7216f8fea86f00ac6bf8d3f32b453101e17,0x31aedc1c80fd9853ff9e1bc3395f05f86821a11d,44.3363,1736692367,0.000228,178,214,0
20b995ca-e114-44a3-b307-9f0955130aff,0x8b06fad4c30bf40065d54f6f48ac5117e001a241,0x90c7ce41f1329868f34823c27d7f425c4cc48228,4.1891,1733280043,0.057821,464,282,1
e49dfd5b-21a2-4581-bb42-2f768ab35ae6,0x14532aea00c6a0c10d0039bb813cad0406a8b0cb,0x5aa87c6436bc9907eace143eac023dd7b7d16ecc,83.6529,1728435518,0.002669,392,163,1
d54efd30-1e2d-42ed-a85e-9b178274b176,0x1c78ead7b8f9c8166b076b7ce0c7a3b6a89104c1,0x5c844a6796188facce832ac1bde569d8d60fa234,49.8749,1720006902,0.007384,319,146,0
656b24e8-669e-4eac-8e73-a636d89e660b,0x4523460647cdd4ea7a09c82b1359ca226302523f,0x71afd59105ccc157a228ea40df4f8204c84d2337,44.9785,1732126837,0.012894,269,342,0
39ae88ee-483e-44fc-a6de-a9e01c7868aa,0xf8daedbf5ca5a3e6dea76b732d02b940dc677d0a,0x66e0ed868f0df09bd330f89c3cd48139317ffbcb,28.9609,1740250110,0.004702,285,286,0
844006f3-6c9a-42e2-9b8e-8230924696fd,0x7922783ddec70a169ae3a5e55345df43e23748d9,0xfe9d059da95a5a97d4f49965bf5e22206eb1c703,1.7073,1717591604,0.075077,422,356,1
c02b1d8d-b808-4e52-9c9c-f368eac15e10,0xadf61dd2ef4c58754fd090be1385a14c59c65759,0xb3dd210a7ee0bc02a5793af124bfba1e0590adf1,26.1897,1739699551,0.091447,102,128,0
1140caa2-40c6-496d-a4eb-1d03e660931e,0xe3325b4335a0133801cf57ab026b2fd0b0b081fb,0x00fdf637c4ebb4e6f5ff5c80b3cd93c5a8384dba,43.1051,1726740767,0.034744,495,330,0
ee3fd712-f4b9-422f-8293-ca2d1d8de479,0xb2e699d8a732b5427982a1ad01f4a0e8d63a6032,0x4e900c7aa819a52ede5522ba16d0626a96765c80,33.2321,1726213612,0.04129,198,302,0
199a783f-16ab-4737-82b2-6cb0252be785,0xbe4d018a9bbbf009aa9bf3c3ab78d04f12e831f7,0x8fa37dfe968143c3b22734230b7e9aeff5a4c57e,26.7857,1712205968,0.010159,274,156,0
a69c6905-8c5e-4811-a84e-fe8f9b7e68c1,0x833b9442db7ab546fa2b89c2c376c531d9941c1d,0x08927ff0e2e40d87fc4d44fc5a53b794712b5c10,29.6724,1713996773,0.096208,80,276,0
7b5a9fb6-d00e-4e80-827a-2420a74f34a2,0xd9e3d57afd9a47e84f1003bf94a7daefab18bb26,0x01cf402f1d9ba9fe37ab44d91535764567270977,95.2942,1719750716,0.043343,246,202,1
c5845a63-e807-4876-8f21-9324621a095e,0x00df8a58e8a91eb35d050eb4c6df424f0ce3f4d0,0x6fb749a7996786c1f2809b462defb80b31dc2e9a,80.7132,1741066513,0.027494,152,218,1
d9a1602d-7d58-4352-8d27-fed95a715cb1,0xbff9901741b06b04524b289823a596feae8713cd,0x732e0340006c5c99f55b91b4a8ac7ef61d88e7cf,16.6409,1737177536,0.036504,72,265,0
98bf707a-a3f9-4778-800e-54f34a1593ed,0xfd7879c9c39e347564c6ba35058b5daf16285859,0xa2c19f646c4e4a34dc5e90f91b11c65dc8070b5a,85.9959,1721703068,0.04517,416,139,1
2f9cbfc2-0cc3-4e53-9d63-cd0cb2ad44b7,0x0095550b6baa3821724d4221e3e63efdb45b2956,0xc69c11d4a8b8454759ac0ac6fdf0eb6b839a5f8c,54.0116,1719032934,0.025574,420,147,0
ee83fae5-3b2a-406e-9303-235af6ad54da,0x7b264776c42799ba32b47b3925109864ad2c3bd6,0x4854fb77ac359156d0fad6bf38ba4dae622d36c7,54.6047,1727339995,0.099031,147,239,0
f4d17e0b-e7ce-4056-97f9-45e621e91482,0xea6c1d7283063977dfad773bfb09b141b9182178,0x24a7e6f1f3e34bd02951228ee5a03d88797d5d7a,66.7897,1719413984,0.084818,367,273,1
c287bfe2-f774-4df6-9aa3-96f2b86cf224,0xc72d59ada96353f277aaa082bba5e39c55211888,0x08092f00dca180c7e34eb9efad79cf4ee1c2b534,81.9146,1729536816,0.020517,428,126,1
41dbfa92-00bf-4494-b2c4-9f909fbc93ab,0x5bd35518caa30e1d332014bd4476d461b78f2487,0x58ab1078598847490828bb7b449ac8925d68c49a,42.0569,1729891136,0.0621,12,280,0
d4685d89-1cb8-47dd-a630-326c58552ca1,0xfe6c55469facce552fe0482199117571dc9f2a42,0xbf0148e16b371b2ac70e66e20a38b43a5199a267,84.2503,1725337111,0.036475,256,333,1
dfe1e741-0769-4dd0-8095-2d0f72b1c0e9,0xc391a9af15bd58c1f21f45e9fc84676d52c5c2a9,0x7cd683e94c17149460f3df01e221e821da3e31d8,45.8143,1711038720,0.097684,384,151,1
d06beb7e-0a06-42b5-834e-eefae0d139d9,0x0c209be56d49095b72ecccd64b8927636b26b4f8,0x2b2fe5a60e8c6374eeba340729f46dcb095eb769,32.1392,1722710768,0.07089,50,210,0
08295ff3-3cc4-4e8c-80ff-1040f3a6e01b,0xa391b2ade208b5983922d0c4576a2d93cbf14f1a,0xd18fcace13889ba857f5f9f2e4af6b87d3f24b58,85.7477,1737006689,0.053212,161,170,1
3237367f-bd03-4e4d-ab7b-3c254b774163,0xc86e44811412fd1536423177af35d5317a45aaaa,0x576d1659b6268439676bc25fec8fb7d338cc7b53,82.1505,1738064949,0.034378,105,338,1
3c7949f4-dd7e-4940-aafe-93703b5321ac,0x7eb3c7b10b72df7550d057962afc05d33f59a1f4,0x4eb3382fcac9f6c6051973ea0de8e1392ea36c34,79.1917,1717158421,0.048657,80,207,0
81c3cb06-9004-476c-a379-6fc660f7dfbd,0x1185e5521b3cece708b79e15be8af1c78c631032,0x36fbb16a3195c69d65121c10545fe04921861826,66.2743,1710162438,0.084406,416,11,1
bb958f81-a8bc-4e00-bc57-f63982798a4b,0x9bbac6af99c42329cc92a9f9b0e6cbf3a34557e9,0xc03288e02a34f8eaeb90a151c472c49a8210cda7,76.363,1719142907,0.075088,473,31,1
cfa24415-37d1-411b-9236-f07d3b4f4d6b,0x028e200e55b38115e8583213c2601bd39cd8bd41,0x5c83e9666fb8c1bdfb5d0b698b70c98bcf3f9392,26.2132,1734986670,0.061841,351,349,1
4eef7f25-986c-450f-b7c1-596dd58eb097,0x4167daadca323215ed1f7d9d47faf36a08874f51,0x53f6c316a09259517ee5eec475a9d199da5bddad,21.416,1740618622,0.016961,231,116,0
c772384e-6780-4163-bbc2-45ab39cfb2a3,0x27cac238aa08813d7d1aa733c51e75b2a9af5c67,0x84c2dca98d86de8c2edf372a10742e72eb019390,65.6519,1726835338,0.026359,142,125,0
abbc4cbb-3f74-4f2c-9d3d-ab7c322e8396,0x28bbfcd071ffae8b793482cd543915fd9b2a7d8f,0x9bce1e2a52170b2ad0d28c0a47f1fdba947b020c,63.8974,1732165847,0.076687,281,41,0
d1e5798a-fdd0-4757-9f7f-6b8b8bdab061,0x000f62d8dba0c403697df943f5fe4fa43a1972b8,0x8c414fcd6cd8454b9b5251c4e0563aa27ad43d48,87.4497,1731340752,0.030616,346,169,1
c03cf792-6966-4b54-8af8-d524ab0fbc02,0x06c5a7eb54fd6ff65f0b1aa0340fce60d6d7a590,0x9e34dc2f77eb36f768a8601116a8f2f43322dbdd,14.6141,1727267907,0.052867,393,93,1
4f7341f5-dba9-4556-b628-ef15245bfcd1,0x0eb7cc608d5d5137d0ee6bf5b34f9de2ed13a3c2,0xd414edfb585334321c6ef3fa902feb7c3ec15b07,16.1748,1738142200,0.01449,440,215,0
935cf170-316a-4eb6-bba5-de0405b694bd,0xaf0989eb8c4008b31b5518e37cb7cb75c7507dd6,0xb12610b71028369fa959a6ddfaca1b9e0416c535,94.5845,1715714452,0.026211,450,263,1
1f55781c-ac26-4b3c-806e-90016f332351,0x401d07de0a6059d69305c8094aa515721b905f3d,0xfdb31c9e5fa8109991c4796658dfe0a0f8b5132f,74.2135,1712060437,0.024215,301,106,0
ad4044e7-488f-48d9-a78e-3d3b12351391,0x17e6b055097302b553430d49a49d7ec45d8debe5,0x1fbe7e1e668eae8bcf8276927a502e048d1f13af,70.2962,1713319870,0.05647,17,230,0
afb672a2-6c71-4752-8134-91d38e5be56e,0x10c8d55c4436d05efb2edfd973561c44c11d8861,0xc5e87197776ced61e66eca292722bf9277db3d11,36.4832,1728661903,0.087811,23,295,0
1ed2acc8-739d-45df-aed5-0c7b15a90e41,0xd2dc01a6020f648b8eef5b0d18c1cbafba4b4b68,0xbdaa45e2c7630bab6650e4d45c81f262844fa87b,70.897,1728337327,0.0866,142,292,0
0a06523d-d6e9-4275-bb3e-aa29d0e47a06,0x5f47a580d57c43b8ca37be9ccafd2b8b928dd9e1,0xe457ada44cc6801cf8b26b9cac5268b2f3c243c5,43.0921,1712855452,0.087982,259,301,0
c8f20e64-dd39-4e82-a7ae-ee519a6fb354,0x53bd0f95ac44bde0d2246d53376f19a1ef0e5300,0xe1885891f8ce89db4074940d7da3be8084406e04,26.6797,1722942818,0.045231,299,188,0
2103261c-e421-4b4c-b1df-af4cbb320c35,0x7745dbdac8049e84e48ed11b4a1b13989465971a,0x11a0bfc48bdd15728c0762d27ac2f67853734f70,76.1949,1730769313,0.061187,178,48,0
c0b7c928-b0eb-42b5-99a6-ab94e46f0e9b,0x6fd8bc1017b2de98d2193789aa8e5d431d84a06d,0x8b62149af74b9020ad14cfa1f99a460c8ffaecdb,71.2861,1739616312,0.001504,153,245,0
034974d6-8d24-4ba1-8b35-4aaff64c7433,0x8bd12436d91cf410aa41175c09abf615519d51cf,0xfec879060a3c9e668f57dbafe372ae09f375a892,30.2097,1717504437,0.015116,407,207,0
d1c31af9-b1dd-4e16-ae1d-09fbaaeb668c,0xc3f71cef6da925fdaa0e057e174907c29c14fe7d,0x6add9811bdadc6e5756ff569bba418555f5603f0,83.9048,1722171964,0.004403,7,195,1
f3f0df90-2ec2-4183-bccd-c14215304b55,0xa0ecf9f22532f9ecba9796867f09d1cd2f895c0d,0x3b9d05aa506da6f58c3c48d4d399a00e73830ee0,85.6415,1711285128,0.075842,327,180,1
9fa1c1e5-8371-4933-a63e-f9227afa8fd7,0x9426daa89485bd6b266669fba4844f844e45e4a0,0x5060540b8b5c91fbad0072d4def9a88dd9315b9b,68.9752,1722230451,0.061266,81,301,0
814779fd-0d82-4a8f-b2e5-478c8cc22111,0x18bbe73c574782868f9e7ce10ab341bb2a05ad9c,0xbc459f40e1a67174efc84c004cc850f4ba390927,46.2499,1739471079,0.054763,289,351,0
